Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_30,EMA_10,EMA_30,Daily_Return,Volatility
2023-11-08,2332.0,2341.0,2321.75,2335.89990234375,2335.89990234375,3942247,2302.869970703125,2316.1233154296874,2315.31412279432,2330.4986196506175,0.005206925407255536,0.011441960292940884
2023-11-09,2335.85009765625,2335.89990234375,2304.199951171875,2310.550048828125,2310.550048828125,7256805,2311.2749755859377,2315.058317057292,2314.447927527739,2329.2116150814245,-0.010852285875002532,0.010953483079756176
2023-11-10,2305.550048828125,2316.35009765625,2298.050048828125,2314.89990234375,2314.89990234375,3867477,2316.1849609375,2313.2583170572916,2314.5301047670137,2328.288278775768,0.0018826051908424901,0.00980760153300497
2023-11-13,2322.89990234375,2324.60009765625,2311.699951171875,2314.60009765625,2314.60009765625,1927405,2316.394970703125,2312.6083170572915,2314.5428307468746,2327.4051703164446,-0.0001295108644638887,0.007368927399566144
2023-11-15,2340.0,2361.949951171875,2327.0,2356.449951171875,2356.449951171875,6110324,2323.2499755859376,2312.989982096354,2322.1623071877834,2329.279027145827,0.01808081385549154,0.008255403406228894
2023-11-16,2351.10009765625,2374.14990234375,2346.949951171875,2360.699951171875,2360.699951171875,6567455,2329.57998046875,2314.4083170572917,2329.169151548527,2331.3061835346043,0.0018035604778647851,0.008251981130532014
2023-11-17,2352.89990234375,2373.25,2352.050048828125,2355.550048828125,2355.550048828125,3879317,2333.114990234375,2315.788321940104,2333.965678326636,2332.8703038761223,-0.0021815149956662117,0.007965938591528022
2023-11-20,2348.550048828125,2358.39990234375,2336.39990234375,2349.35009765625,2349.35009765625,2245093,2336.0800048828123,2316.9633219401044,2336.762845477475,2333.933516378066,-0.0026320608959081726,0.008061251605158264
2023-11-21,2366.0,2388.0,2360.199951171875,2378.89990234375,2378.89990234375,4107225,2340.0699951171873,2318.9933186848957,2344.4241285440703,2336.8345735371427,0.012577863434223513,0.00856964889265174
2023-11-22,2375.0,2394.449951171875,2372.199951171875,2388.199951171875,2388.199951171875,4267407,2346.5099853515626,2321.991650390625,2352.383369021853,2340.148468868416,0.0039093905628238,0.008077726430578762
2023-11-23,2388.199951171875,2400.0,2388.199951171875,2395.5,2395.5,4265771,2352.4699951171874,2324.894986979167,2360.2227564724253,2343.719535393034,0.003056715927216569,0.008034049247224897
2023-11-24,2391.60009765625,2402.60009765625,2391.050048828125,2393.89990234375,2393.89990234375,3374743,2360.80498046875,2326.5233154296875,2366.345873903575,2346.956978422113,-0.0006679597813609162,0.006677023177075997
2023-11-28,2393.89990234375,2399.699951171875,2375.25,2394.39990234375,2394.39990234375,6896087,2368.75498046875,2328.0233154296875,2371.446606347243,2350.0178122235093,0.00020886420501975422,0.0067446563685311265
2023-11-29,2408.0,2411.949951171875,2398.050048828125,2400.699951171875,2400.699951171875,6265653,2377.3649658203126,2329.7366455078127,2376.7653963153575,2353.2876276395327,0.002631159825039253,0.006639700452419569
2023-11-30,2394.699951171875,2400.699951171875,2369.89990234375,2377.449951171875,2377.449951171875,14219992,2379.4649658203125,2330.8499755859375,2376.889860834724,2354.8464872222644,-0.009684675500014395,0.005684641596313199
2023-12-01,2378.0,2396.39990234375,2377.60009765625,2394.300048828125,2394.300048828125,7171421,2382.8249755859374,2332.151643880208,2380.055349560797,2357.3918782936107,0.007087466824672539,0.006013781885444459
2023-12-04,2450.0,2450.0,2398.60009765625,2420.199951171875,2420.199951171875,7795495,2389.2899658203123,2335.3583089192707,2387.3543680355383,2361.4440120276927,0.010817316884083272,0.006529065102690077
2023-12-05,2439.0,2440.85009765625,2421.64990234375,2437.75,2437.75,6346812,2398.1299560546877,2339.744978841146,2396.5172102108945,2366.3669789936484,0.00725148714246826,0.0063733285291970405
2023-12-06,2447.10009765625,2472.949951171875,2435.0,2461.10009765625,2461.10009765625,8211221,2406.3499755859375,2345.144978841146,2408.259553382777,2372.478793100913,0.009578544828735547,0.005967761910197691
2023-12-07,2460.0,2460.949951171875,2442.0,2457.050048828125,2457.050048828125,4071048,2413.2349853515625,2351.606648763021,2417.1305525546586,2377.9350031478302,-0.001645625398163153,0.006172068720934604
2023-12-08,2463.85009765625,2476.699951171875,2445.0,2455.75,2455.75,5102447,2419.2599853515626,2358.199983723958,2424.152270271993,2382.95532552539,-0.0005291096242606708,0.006263078059780506
2023-12-11,2456.0,2467.60009765625,2452.39990234375,2459.35009765625,2459.35009765625,3533069,2425.8050048828127,2365.9616536458334,2430.551875250949,2387.884020501575,0.0014659870329838398,0.006178753041651792
2023-12-12,2460.0,2464.949951171875,2420.14990234375,2424.050048828125,2424.050048828125,4598562,2428.77001953125,2371.2366536458335,2429.3697249922534,2390.217312651675,-0.014353405341421599,0.00821602888318354
2023-12-13,2422.0,2438.35009765625,2406.300048828125,2433.949951171875,2433.949951171875,5015591,2432.09501953125,2375.2849853515627,2430.202493388548,2393.038773201365,0.004084033804721221,0.008255682321401775
2023-12-14,2454.0,2474.949951171875,2442.64990234375,2464.14990234375,2464.14990234375,8486177,2440.7650146484375,2381.1599853515627,2436.374749562221,2397.626587984745,0.012407794645627135,0.007906271637155555
2023-12-15,2478.0,2500.0,2470.050048828125,2495.60009765625,2495.60009765625,7966076,2450.89501953125,2387.7666585286456,2447.142994670226,2403.947459576455,0.012763101499055018,0.008373066504509894
2023-12-18,2495.60009765625,2534.89990234375,2490.949951171875,2521.0,2521.0,7082594,2460.9750244140623,2394.459993489583,2460.571541093821,2411.499236377974,0.010177873597458253,0.008319047349928365
2023-12-19,2555.0,2573.89990234375,2525.199951171875,2558.10009765625,2558.10009765625,8410302,2473.0100341796874,2402.4066650390623,2478.3040059233535,2420.9573564604434,0.014716421125049672,0.008942801734705021
2023-12-20,2571.050048828125,2598.85009765625,2520.0,2527.14990234375,2527.14990234375,8868361,2479.6150146484374,2408.678328450521,2487.185077999789,2427.808488452915,-0.01209889923418428,0.010211084629463242
2023-12-21,2527.0,2573.5,2518.25,2562.550048828125,2562.550048828125,6882727,2490.1650146484376,2416.6366617838544,2500.8877999685774,2436.50149234809,0.014007932988677751,0.010661012943701517
2023-12-22,2559.60009765625,2580.89990234375,2547.64990234375,2565.050048828125,2565.050048828125,8270892,2501.09501953125,2424.275,2512.5536633975858,2444.7949476048666,0.0009755907015915888,0.01059626546180655
2023-12-26,2568.0,2591.949951171875,2562.699951171875,2578.050048828125,2578.050048828125,3732832,2512.9650146484373,2433.1916666666666,2524.462097112229,2453.392050909593,0.005068127230476227,0.01054599715147705
2023-12-27,2582.0,2599.89990234375,2573.10009765625,2586.85009765625,2586.85009765625,4602078,2529.24501953125,2442.2566731770835,2535.8053699384145,2462.0022474738935,0.003413451508486043,0.008201350729769824
2023-12-28,2589.800048828125,2612.0,2586.85009765625,2605.550048828125,2605.550048828125,6151318,2546.405029296875,2451.9550048828123,2548.4862206456346,2471.26339594836,0.007228849939475701,0.008156391779084156
2023-12-29,2611.10009765625,2614.0,2579.300048828125,2584.949951171875,2584.949951171875,5432292,2558.4850341796873,2459.571671549479,2555.1159898322235,2478.5980124143935,-0.007906237558367057,0.009098125919141402
2024-01-01,2580.550048828125,2606.85009765625,2573.14990234375,2590.25,2590.25,2015270,2567.9500244140627,2467.22333984375,2561.50399168091,2485.8013664521745,0.0020503487217313765,0.008682025639890924
2024-01-02,2585.0,2615.0,2573.0,2611.699951171875,2611.699951171875,3724400,2577.02001953125,2475.761669921875,2570.630529770176,2493.9238557889294,0.008281035101582956,0.00854596508707761
2024-01-03,2610.0,2634.0,2577.199951171875,2583.300048828125,2583.300048828125,4518768,2579.5400146484376,2483.5600016276044,2572.934078689803,2499.6900617914584,-0.01087410608979289,0.00866917328914287
2024-01-04,2588.0,2609.85009765625,2579.10009765625,2596.64990234375,2596.64990234375,4806389,2586.4900146484374,2490.8183349609376,2577.246046626884,2505.9455353754774,0.005167751814846744,0.007392652894844528
2024-01-05,2602.89990234375,2619.85009765625,2598.0,2607.699951171875,2607.699951171875,4043203,2591.0050048828125,2498.135001627604,2582.783120180519,2512.5103363946,0.004255501990526822,0.006304373706820541
2024-01-08,2610.0,2631.949951171875,2568.949951171875,2587.35009765625,2587.35009765625,3867326,2593.235009765625,2504.5300048828126,2583.6134797215605,2517.3387080889,-0.007803755760504516,0.0069996387745208275
2024-01-09,2600.0,2606.800048828125,2577.199951171875,2580.5,2580.5,2701537,2593.4800048828124,2510.750008138021,2583.047392499458,2521.413630147681,-0.002647534117031669,0.0069123832008856825
2024-01-10,2577.0,2659.0,2575.050048828125,2650.10009765625,2650.10009765625,5551370,2599.8050048828127,2519.2733479817707,2595.2387934370563,2529.7159828901695,0.026971554991765068,0.010979038610973954
2024-01-11,2659.0,2725.0,2657.0,2719.800048828125,2719.800048828125,11862926,2611.2300048828124,2529.910017903646,2617.8862944172506,2541.979471015199,0.0263008749116751,0.013306865565103595
2024-01-12,2719.800048828125,2746.64990234375,2691.5,2741.449951171875,2741.449951171875,7506082,2626.8800048828125,2542.043351236979,2640.352413827182,2554.848534251114,0.007960108079664963,0.012606700060624676
2024-01-15,2750.0,2792.89990234375,2732.0,2788.25,2788.25,4305297,2646.6800048828127,2555.175016276042,2667.2428840404214,2569.9066933316876,0.017071276026074944,0.012977701544311538
2024-01-16,2779.949951171875,2792.60009765625,2741.0,2749.25,2749.25,4534512,2660.435009765625,2566.143351236979,2682.153268760345,2581.4772292457724,-0.01398726799964134,0.014628277253888055
2024-01-17,2719.0,2772.550048828125,2710.050048828125,2723.14990234375,2723.14990234375,6098691,2674.4199951171877,2575.6566813151044,2689.6072021391456,2590.6174017037065,-0.009493533747840344,0.01446488654664331
2024-01-18,2702.800048828125,2742.0,2702.5,2735.89990234375,2735.89990234375,5139719,2688.3449951171874,2584.8166748046874,2698.024056721801,2599.990466261129,0.0046820779087579645,0.01446649176283544
2024-01-19,2752.0,2752.0,2718.0,2734.89990234375,2734.89990234375,5211352,2701.064990234375,2594.078336588542,2704.7287559257916,2608.694300847105,-0.00036551044836963253,0.014578035114552978
2024-01-23,2743.5,2743.5,2645.10009765625,2657.14990234375,2657.14990234375,10027710,2708.044970703125,2600.7916666666665,2696.078055274511,2611.8204686855984,-0.0284288283945493,0.01769580047765783
2024-01-24,2670.449951171875,2699.0,2647.85009765625,2687.75,2687.75,10959564,2718.769970703125,2608.404996744792,2694.5638634064176,2616.7191481252376,0.011516135250502435,0.017777412466778147
2024-01-25,2685.89990234375,2728.300048828125,2670.39990234375,2706.14990234375,2706.14990234375,5904436,2724.374951171875,2617.8083251953126,2696.670415940478,2622.4888742038515,0.006845838468514609,0.015962431919343937
2024-01-29,2729.0,2905.0,2720.35009765625,2896.10009765625,2896.10009765625,11946719,2742.0049560546877,2633.213330078125,2732.9303580706182,2640.1412112007806,0.0701920448486566,0.026123058166968922
2024-01-30,2919.89990234375,2919.949951171875,2808.85009765625,2815.25,2815.25,7046989,2749.3849609375,2644.9166666666665,2747.897565694142,2651.4385524136337,-0.027916886478364544,0.028289224946492168
2024-01-31,2808.0,2868.5,2805.0,2853.25,2853.25,7565113,2755.8849609375,2656.838330078125,2767.0525537497524,2664.4586458063027,0.013497913151585106,0.028113921316652205
2024-02-01,2870.0,2886.699951171875,2836.10009765625,2853.300048828125,2853.300048828125,6674681,2766.2899658203123,2667.914998372396,2782.7339164912746,2676.6419621302916,1.7540989441844346e-05,0.027535700546167476
2024-02-02,2866.35009765625,2949.800048828125,2866.35009765625,2915.39990234375,2915.39990234375,9826294,2785.5149658203127,2679.824991861979,2806.855004828088,2692.0457002085795,0.021764221236084236,0.027600930588824114
2024-02-05,2921.5,2941.0,2863.050048828125,2878.050048828125,2878.050048828125,4407216,2799.72998046875,2691.521663411458,2819.79955828264,2704.0459807646794,-0.012811228224847926,0.02832181382749493
2024-02-06,2883.699951171875,2883.699951171875,2839.64990234375,2855.60009765625,2855.60009765625,4523992,2811.8,2701.289998372396,2826.3087472596603,2713.823665725426,-0.007800403325514127,0.0285872365228779
2024-02-07,2871.85009765625,2899.0,2858.5,2884.300048828125,2884.300048828125,4648284,2834.5150146484375,2711.9316650390624,2836.8526202721087,2724.822142054633,0.010050409787921932,0.026117394960621505
2024-02-08,2900.0,2918.949951171875,2855.050048828125,2900.25,2900.25,7347317,2855.7650146484375,2722.671663411458,2848.3794165862705,2736.140068373689,0.005529920917331621,0.02611009047159346
2024-02-09,2908.0,2943.949951171875,2901.89990234375,2921.5,2921.5,6278399,2877.3000244140626,2733.82666015625,2861.674068116039,2748.0987736399024,0.007326954572881572,0.02610829977669224
2024-02-12,2921.5,2922.0,2884.699951171875,2904.699951171875,2904.699951171875,3337215,2878.160009765625,2743.7983235677084,2869.496955944373,2758.202075416159,-0.005750487362014334,0.01444152047819416
2024-02-13,2911.0,2958.0,2908.0,2930.199951171875,2930.199951171875,3857797,2889.6550048828126,2755.3066569010416,2880.533864167555,2769.298712561689,0.008778875762955218,0.010600811061319127
2024-02-14,2915.0,2967.300048828125,2915.0,2962.75,2962.75,3558944,2900.6050048828124,2767.723323567708,2895.4822525007266,2781.779440783516,0.011108473609491076,0.010389269926255933
2024-02-15,2966.699951171875,2969.449951171875,2933.050048828125,2941.199951171875,2941.199951171875,5003391,2909.3949951171876,2778.7066569010417,2903.794561350026,2792.0646350021198,-0.007273664274111913,0.01092778168094981
2024-02-16,2952.949951171875,2954.0,2917.10009765625,2921.14990234375,2921.14990234375,4883749,2909.9699951171874,2789.9683186848956,2906.9500778943393,2800.3927167660963,-0.006816962179037267,0.009083639490347616
2024-02-19,2924.10009765625,2959.0,2907.050048828125,2948.0,2948.0,3364914,2916.964990234375,2801.6799886067706,2914.4137000953683,2809.915767297316,0.00919161924374623,0.00819385051927619
2024-02-20,2950.050048828125,2951.0,2923.60009765625,2942.050048828125,2942.050048828125,3558748,2925.6099853515625,2812.824991861979,2919.4384907740514,2818.4405596541424,-0.0020183009402561236,0.007571759671783472
2024-02-21,2948.0,2977.050048828125,2915.10009765625,2935.39990234375,2935.39990234375,6360146,2930.719970703125,2824.426652018229,2922.3405656049054,2825.9863236986334,-0.0022603784347665634,0.0072961477745577125
2024-02-22,2936.300048828125,2969.89990234375,2916.0,2963.5,2963.5,9246864,2937.044970703125,2837.193318684896,2929.8240991312864,2834.8581737825925,0.009572834568064792,0.0076312429545349145
2024-02-23,2979.0,2995.10009765625,2966.699951171875,2987.25,2987.25,7219292,2943.619970703125,2848.431648763021,2940.2651720165068,2844.689904506296,0.008014172431246802,0.00768558475128957
2024-02-26,2987.10009765625,2989.050048828125,2965.0,2974.64990234375,2974.64990234375,3756553,2950.6149658203126,2856.9266438802083,2946.516941166915,2853.0744204958096,-0.0042179588773119114,0.007521758003729645
2024-02-27,2966.050048828125,2999.89990234375,2956.10009765625,2971.300048828125,2971.300048828125,5413022,2954.7249755859375,2864.588313802083,2951.02296074168,2860.701880388217,-0.0011261337050070264,0.007236329328174322
2024-02-28,2966.0,2982.550048828125,2900.35009765625,2911.25,2911.25,4323975,2949.5749755859374,2868.6883138020835,2943.7915133341016,2863.963049395429,-0.02021002518806836,0.009110568131464445
2024-02-29,2930.0,2957.949951171875,2909.050048828125,2921.60009765625,2921.60009765625,11814488,2947.614990234375,2874.433317057292,2939.756710483583,2867.681568638063,0.003555207438814989,0.00901948932421639
2024-03-01,2927.0,3000.0,2925.0,2984.25,2984.25,6066463,2953.925,2883.136653645833,2947.846399486568,2875.2021125968977,0.021443695320933376,0.011062216729512856
2024-03-04,2980.949951171875,3024.89990234375,2974.449951171875,3014.800048828125,3014.800048828125,5012210,2960.6050048828124,2892.4333251953126,2960.019790275942,2884.2084310634286,0.010237094354737408,0.011140357820039267
2024-03-05,3011.550048828125,3014.800048828125,2972.10009765625,3000.39990234375,3000.39990234375,3553834,2966.439990234375,2901.2833251953125,2967.3616288337253,2891.704655016998,-0.004776484758905464,0.011292233834538099
2024-03-06,2986.89990234375,3018.0,2957.0,3006.0,3006.0,3902838,2973.5,2912.911661783854,2974.3867872275932,2899.078548241708,0.0018664504194509934,0.0111932685140221
2024-03-07,3005.949951171875,3006.199951171875,2951.10009765625,2957.85009765625,2957.85009765625,4157863,2972.935009765625,2921.914998372396,2971.38011639644,2902.8702611071626,-0.01601793158474718,0.012255256997518962
2024-03-11,2978.0,2978.0,2927.0,2933.199951171875,2933.199951171875,5638565,2967.5300048828126,2929.483333333333,2964.4382681737916,2904.827015304886,-0.008333805186377496,0.01213898113790981
2024-03-12,2933.199951171875,2976.0,2930.050048828125,2950.85009765625,2950.85009765625,4716339,2965.1500244140625,2931.3083333333334,2961.9676917160564,2907.796246424329,0.00601736900933858,0.012338387783644328
2024-03-13,2959.550048828125,2966.199951171875,2855.550048828125,2864.35009765625,2864.35009765625,6761067,2954.455029296875,2932.945003255208,2944.219038250637,2904.9932690844535,-0.029313586640237532,0.015301715018089121
2024-03-14,2879.39990234375,2897.050048828125,2851.0,2862.949951171875,2862.949951171875,9285551,2949.6250244140624,2933.2683349609374,2929.4428405999524,2902.2807969610617,-0.0004888182088916837,0.014143433571489557
2024-03-15,2851.89990234375,2866.449951171875,2825.800048828125,2836.449951171875,2836.449951171875,9611909,2941.110009765625,2932.7066650390625,2912.53504252212,2898.033645619824,-0.009256186958194301,0.014206583094717371
2024-03-18,2840.0,2883.449951171875,2833.050048828125,2878.949951171875,2878.949951171875,4584696,2930.5800048828123,2931.491666666667,2906.428662276621,2896.802439526408,0.014983518387990946,0.013080785289027203
2024-03-19,2857.5,2875.199951171875,2834.5,2850.5,2850.5,4137882,2914.15,2930.5733317057293,2896.259814589962,2893.815185363414,-0.009882058269298666,0.01225278146363218
2024-03-20,2855.89990234375,2890.0,2848.050048828125,2887.5,2887.5,4244403,2902.860009765625,2931.6366617838544,2894.6671210281506,2893.4077540496455,0.012980178915979579,0.013586575170942954
2024-03-21,2905.050048828125,2915.800048828125,2889.35009765625,2901.949951171875,2901.949951171875,6503468,2892.4550048828123,2932.224991861979,2895.991271963373,2893.9588635414025,0.0050043120941558605,0.013765615267474985
2024-03-22,2899.949951171875,2920.0,2894.699951171875,2910.050048828125,2910.050048828125,9763804,2887.675,2932.55166015625,2898.5474132115096,2894.9970045276427,0.002791260287924313,0.013124723598979112
2024-03-26,2890.0,2904.800048828125,2878.0,2883.14990234375,2883.14990234375,5707953,2882.6699951171877,2931.2733235677083,2895.7478657810075,2894.2326753544885,-0.009243877607949647,0.013180029674645608
2024-03-27,2896.0,3000.0,2894.0,2985.699951171875,2985.699951171875,8163322,2886.15498046875,2933.973323567708,2912.1027903975287,2900.1337899233527,0.03556875372479262,0.01764461795776306
2024-03-28,2985.75,3011.89990234375,2957.300048828125,2971.699951171875,2971.699951171875,10927182,2896.8899658203127,2935.356656901042,2922.938637811046,2904.750961616806,-0.004689017727486311,0.0142957876031353
2024-04-01,2984.949951171875,2987.949951171875,2965.0,2969.550048828125,2969.550048828125,2506940,2907.5499755859373,2935.5833251953127,2931.4134398141514,2908.931547888504,-0.0007234587539372006,0.014303757145545989
2024-04-02,2968.0,2988.0,2950.0,2973.89990234375,2973.89990234375,4455083,2921.294970703125,2936.6733235677084,2939.138251183169,2913.123054627553,0.0014648190615078605,0.013605034623864514
2024-04-03,2964.14990234375,2968.89990234375,2937.800048828125,2943.199951171875,2943.199951171875,3504146,2927.719970703125,2937.4083251953125,2939.8767420902063,2915.063499565896,-0.010323128612257704,0.013856898773969801
2024-04-04,2959.5,2959.5,2900.0,2925.85009765625,2925.85009765625,7245136,2935.25498046875,2936.6699951171877,2937.326443102214,2915.7594091201127,-0.005894894605688261,0.013520882773023827
2024-04-05,2921.75,2941.60009765625,2912.0,2920.199951171875,2920.199951171875,3721149,2938.5249755859377,2935.941658528646,2934.2125354785157,2916.0458957040973,-0.0019311127692088759,0.013075273092982518
2024-04-08,2925.949951171875,2981.949951171875,2922.0,2971.949951171875,2971.949951171875,4178559,2945.5249755859377,2937.1599934895835,2941.073883786399,2919.6526089600834,0.01772138924227873,0.014066966190511955
2024-04-09,2978.0,2979.60009765625,2925.0,2927.300048828125,2927.300048828125,3535707,2947.2499755859376,2935.953328450521,2938.569550157622,2920.1459921773762,-0.015023773306190424,0.015111630265790517
2024-04-10,2932.699951171875,2974.0,2932.699951171875,2959.14990234375,2959.14990234375,4569165,2954.8499755859375,2935.0166585286456,2942.3114323732816,2922.662373478433,0.01088028319077683,0.014980767868120061
2024-04-12,2951.75,2972.949951171875,2926.14990234375,2934.300048828125,2934.300048828125,7775506,2949.7099853515624,2933.671663411458,2940.854817183253,2923.4131912429293,-0.008397632541677913,0.00983049250299082
2024-04-15,2922.0,2964.25,2892.64990234375,2929.64990234375,2929.64990234375,6451031,2945.50498046875,2932.2833251953125,2938.817559939707,2923.815559701047,-0.0015847549354170987,0.009774177037408864
2024-04-16,2906.699951171875,2942.35009765625,2901.85009765625,2931.5,2931.5,4683092,2941.6999755859374,2932.9583251953127,2937.4870944961235,2924.311330042915,0.0006315081043539728,0.009793680951543756
2024-04-18,2927.0,2972.0,2918.699951171875,2928.64990234375,2928.64990234375,9502846,2937.1749755859373,2933.193318684896,2935.880332286601,2924.5912379332917,-0.0009722318458980084,0.009748957117543025
2024-04-19,2913.550048828125,2948.0,2886.050048828125,2940.25,2940.25,7870889,2936.87998046875,2931.7266520182293,2936.6748173254005,2925.601480647273,0.003960902819748702,0.009349082917283577
2024-04-22,2944.89990234375,2965.64990234375,2935.60009765625,2959.699951171875,2959.699951171875,5175181,2940.2649658203127,2929.8899820963543,2940.861205297487,2927.801381971441,0.006615067144588149,0.009318646699231018
2024-04-23,2958.0,2987.0,2911.10009765625,2918.64990234375,2918.64990234375,7302777,2940.1099609375,2927.1649820963544,2936.8227865786253,2927.2109639309447,-0.013869665677384457,0.01045802732725052
2024-04-24,2927.0,2937.10009765625,2899.0,2900.35009765625,2900.35009765625,5231388,2932.9499755859374,2923.643318684896,2930.191388592739,2925.478004816448,-0.006269955390266202,0.008510467882937628
